News,Label,Cleaned Data
"['due', 'covid19', 'pandem', 'routin', 'wash', 'hand', 'essenti', 'practic', 'prevent', 'infect', 'howev', 'poor', 'handwash', 'leav', 'hand', 'still', 'contamin', 'virus', 'recent', 'research', 'find', 'use', 'jet', 'air', 'dryer', 'dri', 'poorli', 'wash', 'hand', 'spread', 'virus', 'cloth', 'surfac']",1,due covid19 pandem routin wash hand essenti practic prevent infect howev poor handwash leav hand still contamin virus recent research find use jet air dryer dri poorli wash hand spread virus cloth surfac
"['rise', 'covid19', 'ha', 'led', 'scrambl', 'ventil', 'help', 'sickest', 'patient', 'expert', 'hope', 'experiment', 'drug', 'may', 'help', 'treat', 'patient', 'befor', 'need', 'help', 'breath']",1,rise covid19 ha led scrambl ventil help sickest patient expert hope experiment drug may help treat patient befor need help breath
"['physic', 'activ', 'doe', 'nt', 'take', 'form', 'tradit', 'exercis', 'order', 'benefici', 'get', 'heart', 'rate', 'stay', 'close', 'home']",1,physic activ doe nt take form tradit exercis order benefici get heart rate stay close home
"['expert', 'say', 'rural', 'area', 'older', 'popul', 'less', 'healthi', 'fewer', 'medic', 'facil', 'urban', 'suburban', 'region']",1,expert say rural area older popul less healthi fewer medic facil urban suburban region
"['expert', 'say', 'regularli', 'wash', 'hand', 'touch', 'face', 'maintain', 'physic', 'distanc', 'effect', 'method', 'avoid', 'covid19']",1,expert say regularli wash hand touch face maintain physic distanc effect method avoid covid19
"['expert', 'say', 'carrier', 'symptom', 'allow', 'viru', 'spread', 'quickli', 'easili', 'one', 'reason', 'face', 'mask', 'becom', 'import']",1,expert say carrier symptom allow viru spread quickli easili one reason face mask becom import
"['california', 'instal', 'strict', 'shelter', 'place', 'order', 'mid', 'march', 'expert', 'say', 'thid', 'significantli', 'contain', 'spread', 'covid19', 'earli']",1,california instal strict shelter place order mid march expert say thid significantli contain spread covid19 earli
"['result', 'larger', 'well', 'design', 'trial', 'current', 'underway', 'hydroxychloroquin', 'chloroquin', 'onli', 'use', 'close', 'supervis', 'physician']",1,result larger well design trial current underway hydroxychloroquin chloroquin onli use close supervis physician
"['transfer', 'coronaviru', 'via', 'cloth', 'unlik', 'expert', 'agre', 'scenario', 'immedi', 'launder', 'good', 'idea']",1,transfer coronaviru via cloth unlik expert agre scenario immedi launder good idea
"['spend', 'lot', 'time', 'indoor', 'impact', 'skin', 'unexpect', 'way', 'restor', 'skin', 'natur', 'balanc']",1,spend lot time indoor impact skin unexpect way restor skin natur balanc
"['telehealth', 'option', 'make', 'big', 'differ', 'peopl', 'seek', 'medic', 'help', 'dure', 'covid19', 'pandem', 'especi', 'older', 'adult']",1,telehealth option make big differ peopl seek medic help dure covid19 pandem especi older adult
"['health', 'offici', 'china', 'recommend', 'tradit', 'herbal', 'remedi', 'covid19', 'mani', 'expert', 'warn', 'nt', 'enough', 'data', 'covid19', 'understand', 'differ', 'herb', 'may', 'affect', 'peopl', 'health']",1,health offici china recommend tradit herbal remedi covid19 mani expert warn nt enough data covid19 understand differ herb may affect peopl health
"['expert', 'say', 'staf', 'level', 'becom', 'major', 'concern', 'frontlin', 'worker', 'becom', 'ill', 'covid19']",1,expert say staf level becom major concern frontlin worker becom ill covid19
"['expert', 'say', 'biolog', 'behavior', 'among', 'reason', 'men', 'women', 'die', 'covid19']",1,expert say biolog behavior among reason men women die covid19
"['current', 'scientif', 'evid', 'establish', 'hiv', 'increas', 'risk', 'factor', 'covid19', 'doe', 'nt', 'mean', 'peopl', 'live', 'hiv', 'nt', 'take', 'extra', 'step', 'protect', 'health']",1,current scientif evid establish hiv increas risk factor covid19 doe nt mean peopl live hiv nt take extra step protect health
"['sign', 'social', 'distanc', 'ha', 'help', 'pull', 'unit', 'state', 'back', 'brink', 'thi', 'worst', 'case', 'scenario']",1,sign social distanc ha help pull unit state back brink thi worst case scenario
"['health', 'offici', 'revers', 'cours', 'recommend', 'peopl', 'use', 'face', 'mask', 'prevent', 'transmiss', 'new', 'coronaviru', 'shortag', 'commerci', 'mask', 'mean', 'improvis', 'face', 'cover', 'home', 'best', 'way', 'protect', 'ourselv', 'ensur', 'suppli', 'mask', 'healthcar', 'provid']",1,health offici revers cours recommend peopl use face mask prevent transmiss new coronaviru shortag commerci mask mean improvis face cover home best way protect ourselv ensur suppli mask healthcar provid
"['scientist', 'around', 'world', 'work', 'number', 'vaccin', 'treatment', 'covid19']",1,scientist around world work number vaccin treatment covid19
"['new', 'survey', 'one', 'third', 'peopl', 'unit', 'state', 'report', 'drink', 'work', 'home', 'trend', 'ha', 'expert', 'concern', 'rise', 'heavi', 'alcohol', 'use']",1,new survey one third peopl unit state report drink work home trend ha expert concern rise heavi alcohol use
"['expert', 'say', 'higher', 'rate', 'underli', 'medic', 'condit', 'well', 'lack', 'health', 'servic', 'reason', 'higher', 'rate', 'covid19', 'minor', 'commun']",1,expert say higher rate underli medic condit well lack health servic reason higher rate covid19 minor commun
"['nutritionist', 'share', 'pick', 'long', 'last', 'food', 'may', 'want', 'bring', 'home', 'next', 'groceri', 'trip', 'one', 'leav', 'store']",1,nutritionist share pick long last food may want bring home next groceri trip one leav store
"['expert', 'say', 'fals', 'neg', 'covid19', 'test', 'probabl', 'occur', 'due', 'insuffici', 'collect', 'sampl', 'laboratori', 'examin']",1,expert say fals neg covid19 test probabl occur due insuffici collect sampl laboratori examin
"['expert', 'say', 'build', 'maintain', 'daili', 'well', 'weekli', 'routin', 'help', 'establish', 'certainti', 'dure', 'covid19', 'pandem']",1,expert say build maintain daili well weekli routin help establish certainti dure covid19 pandem
"['expert', 'say', 'treat', 'home', 'mild', 'case', 'covid19', 'similar', 'would', 'treat', 'flu']",1,expert say treat home mild case covid19 similar would treat flu
"['peopl', 'go', 'onlin', 'creat', 'project', 'neighborhood', 'help', 'eas', 'isol', 'associ', 'covid19', 'shelter', 'place', 'order']",1,peopl go onlin creat project neighborhood help eas isol associ covid19 shelter place order
"['center', 'diseas', 'control', 'prevent', 'cdc', 'eas', 'physic', 'distanc', 'guidelin', 'peopl', 'expos', 'new', 'coronaviru', 'sar', 'cov2', 'health', 'expert', 'divid', 'guidanc', 'seem', 'think', 'strict', 'measur', 'necessari', 'blunt', 'spread', 'covid19']",1,center diseas control prevent cdc eas physic distanc guidelin peopl expos new coronaviru sar cov2 health expert divid guidanc seem think strict measur necessari blunt spread covid19
"['member', 'militari', 'said', 'adequ', 'protect', 'develop', 'covid19', 'base', 'ship', 'veteran', 'organ', 'said', 'veteran', 'contract', 'sar', 'cov2', 'viru', 'receiv', 'proper', 'healthcar']",1,member militari said adequ protect develop covid19 base ship veteran organ said veteran contract sar cov2 viru receiv proper healthcar
"['expert', 'say', 'viru', 'probabl', 'stay', 'mean', 'clean', 'disinfect', 'high', 'traffic', 'object', 'surfac', 'home', 'import', 'reduc', 'risk', 'infect', 'mani', 'store', 'bought', 'cleaner', 'contain', 'potenti', 'harm', 'ingredi', 'expert', 'emphas', 'safe', 'clean', 'disinfect', 'agent', 'alreadi', 'avail', 'us', 'home', 'effect', 'carri', 'littl', 'risk', 'harm', 'healthp']",1,expert say viru probabl stay mean clean disinfect high traffic object surfac home import reduc risk infect mani store bought cleaner contain potenti harm ingredi expert emphas safe clean disinfect agent alreadi avail us home effect carri littl risk harm healthp
"['expert', 'say', 'past', 'research', 'ha', 'help', 'speed', 'process', 'covid19', 'vaccin', 'new', 'potenti', 'product', 'still', 'get', 'time', 'consum', 'scientif', 'step']",1,expert say past research ha help speed process covid19 vaccin new potenti product still get time consum scientif step
"['around', '80', 'percent', 'peopl', 'get', 'covid19', 'like', 'experi', 'mild', 'symptom', 'thi', 'may', 'reassur', 'exactli', 'whi', 'infect', 'threat', 'befor', 'even', 'realiz', 'sick', 'could', 'easili', 'pass', 'peopl', 'greater', 'chanc', 'develop', 'complic']",1,around 80 percent peopl get covid19 like experi mild symptom thi may reassur exactli whi infect threat befor even realiz sick could easili pass peopl greater chanc develop complic
"['doctor', 'warn', 'reli', 'supplement', 'take', 'much', 'may', 'harm', 'good', 'tri', 'combat', 'covid19', 'outbreak']",1,doctor warn reli supplement take much may harm good tri combat covid19 outbreak
"['expert', 'say', 'peopl', 'sever', 'mental', 'ill', 'like', 'contract', 'new', 'coronaviru', 'less', 'like', 'get', 'proper', 'treatment', 'diseas', 'covid19']",1,expert say peopl sever mental ill like contract new coronaviru less like get proper treatment diseas covid19
"['expert', 'say', 'peopl', 'asthma', 'awar', 'higher', 'risk', 'ill', 'continu', 'take', 'medic']",1,expert say peopl asthma awar higher risk ill continu take medic
"['distanc', 'learn', 'dure', 'covid19', 'outbreak', 'provid', 'children', 'benefit', 'go', 'beyond', 'academ']",1,distanc learn dure covid19 outbreak provid children benefit go beyond academ
"['new', 'coronaviru', 'ha', 'alreadi', 'mutat', 'hand', 'time', 'ha', 'mani', 'peopl', 'wonder', 'whether', 'mutat', 'could', 'lead', 'sever', 'deadlier', 'diseas', 'new', 'mutat', 'extrem', 'similar', 'origin', 'viru', 'nt', 'seem', 'ani', 'aggress']",1,new coronaviru ha alreadi mutat hand time ha mani peopl wonder whether mutat could lead sever deadlier diseas new mutat extrem similar origin viru nt seem ani aggress
"['homemad', 'face', 'cover', 'probabl', 'wo', 'nt', 'protect', 'covid19', 'coronaviru', 'help', 'prevent', 'spread', 'diseas', 'infect']",1,homemad face cover probabl wo nt protect covid19 coronaviru help prevent spread diseas infect
"['expert', 'say', 'pet', 'help', 'peopl', 'feel', 'less', 'lone', 'well', 'provid', 'joy', 'dure', 'isol', 'covid19', 'outbreak']",1,expert say pet help peopl feel less lone well provid joy dure isol covid19 outbreak
"['antibodi', 'test', 'could', 'potenti', 'identifi', 'immun', 'viru', 'thi', 'would', 'enabl', 'healthcar', 'worker', 'first', 'respond', 'essenti', 'worker', 'longer', 'risk', 'return', 'work', 'sooner']",1,antibodi test could potenti identifi immun viru thi would enabl healthcar worker first respond essenti worker longer risk return work sooner
"['parent', 'promot', 'social', 'develop', 'children', 'stuck', 'home']",1,parent promot social develop children stuck home
"['5', 'simpl', 'tip', 'expert', 'help', 'caregiv', 'navig', 'complex', 'quickli', 'chang', 'environ', 'care', 'peopl', 'alzheim', 'social', 'distanc']",1,5 simpl tip expert help caregiv navig complex quickli chang environ care peopl alzheim social distanc
"['mask', 'use', 'medic', 'personnel', 'focu', 'covid19', 'shortag', 'expert', 'say', 'product', 'pain', 'med', 'salin', 'bag', 'could', 'also', 'affect']",1,mask use medic personnel focu covid19 shortag expert say product pain med salin bag could also affect
"['health', 'offici', 'say', 'covid19', 'becom', 'season', 'expert', 'use', 'time', 'outbreak', 'develop', 'better', 'treatment', 'vaccin']",1,health offici say covid19 becom season expert use time outbreak develop better treatment vaccin
"['expert', 'say', 'covid19', 'two', 'three', 'time', 'contagi', 'flu', 'viru', 'spread', 'rapidli', 'person', 'person', 'gather', 'wed', 'funer', 'church', 'servic']",1,expert say covid19 two three time contagi flu viru spread rapidli person person gather wed funer church servic
"['health', 'offici', 'say', 'covid19', 'occur', 'nearli', 'one', 'everi', 'thousand', 'peopl', 'new', 'york', 'state', 'thi', 'attack', 'rate', '5', 'time', 'higher', 'experienc', 'rest', 'us']",1,health offici say covid19 occur nearli one everi thousand peopl new york state thi attack rate 5 time higher experienc rest us
"['could', 'peopl', 'certain', 'medic', 'hypertens', 'cardiovascular', 'diseas', 'diabet', 'risk', 'experienc', 'covid19', 'sever', 'question', 'rais', 'concern', 'medic', 'may', 'make', 'covid19', 'wors', 'peopl', 'follow', 'report', 'ibuprofen', 'could', 'harm', 'good', 'patient', 'coronaviru']",1,could peopl certain medic hypertens cardiovascular diseas diabet risk experienc covid19 sever question rais concern medic may make covid19 wors peopl follow report ibuprofen could harm good patient coronaviru
"['everyth', 'know', 'safest', 'effici', 'way', 'groceri', 'shop', 'dure', 'covid19', 'pandem']",1,everyth know safest effici way groceri shop dure covid19 pandem
"['expert', 'say', 'cigarett', 'e', 'cigarett', 'damag', 'lung', 'make', 'difficult', 'person', 'fight', 'covid19']",1,expert say cigarett e cigarett damag lung make difficult person fight covid19
"['home', 'healthcar', 'worker', 'use', 'everyth', 'televisit', 'protect', 'gear', 'thermomet', 'continu', 'take', 'care', 'peopl', 'home']",1,home healthcar worker use everyth televisit protect gear thermomet continu take care peopl home
"['covid19', 'outbreak', 'grow', 'unit', 'state', 'peopl', 'immunocompromis', 'put', 'great', 'danger', 'simpli', 'live', 'live', 'major', 'american', 'sort', 'shelter', 'place', 'order', 'talk', 'two', 'peopl', 'immunocompromis', 'live', 'amid', 'pandem']",1,covid19 outbreak grow unit state peopl immunocompromis put great danger simpli live live major american sort shelter place order talk two peopl immunocompromis live amid pandem
"['clean', 'home', 'dure', 'covid19', 'pandem', 'area', 'harbor', 'germ', 'best', 'way', 'disinfect', 'accord', 'expert']",1,clean home dure covid19 pandem area harbor germ best way disinfect accord expert
"['mani', 'dentist', 'offic', 'close', 'expert', 'say', 'import', 'ever', 'brush', 'properli', 'floss', 'regularli']",1,mani dentist offic close expert say import ever brush properli floss regularli
"['typic', 'consid', 'threat', 'lung', 'covid19', 'also', 'present', 'signific', 'threat', 'heart', 'health', 'accord', 'recent', 'publish', 'research']",1,typic consid threat lung covid19 also present signific threat heart health accord recent publish research
"['shop', 'groceri', 'carri', 'extra', 'risk', 'dure', 'covid19', 'outbreak', 'onli', 'near', 'peopl', 'mani', 'product', 'buy', 'probabl', 'handl', 'possibl', 'sneez', 'cough']",1,shop groceri carri extra risk dure covid19 outbreak onli near peopl mani product buy probabl handl possibl sneez cough
"['expert', 'say', 'south', 'korea', 'introduc', 'test', 'measur', 'quickli', 'effici', 'unit', 'state', 'respons', 'covid19', 'outbreak']",1,expert say south korea introduc test measur quickli effici unit state respons covid19 outbreak
"['may', 'seem', 'like', 'simpl', 'playdat', 'could', 'neg', 'impact', 'health', 'child', 'come', 'contact', 'durat', 'covid19', 'pandem']",1,may seem like simpl playdat could neg impact health child come contact durat covid19 pandem
"['increas', 'stress', 'anxieti', 'affect', 'amount', 'qualiti', 'sleep', 'get', 'night', 'expert', 'say', 'tip', 'help']",1,increas stress anxieti affect amount qualiti sleep get night expert say tip help
"['case', 'covid19', 'social', 'distanc', 'ha', 'defin', 'stay', 'least', '6', 'feet', 'away', 'peopl', 'effort', 'flatten', 'curv', 'mean', 'prevent', 'dramat', 'spike', 'case', 'order', 'stagger', 'number', 'new', 'one', 'longer', 'period', 'time', 'overwhelm', 'healthcar', 'facil']",1,case covid19 social distanc ha defin stay least 6 feet away peopl effort flatten curv mean prevent dramat spike case order stagger number new one longer period time overwhelm healthcar facil
